,case:concept:name,concept:name,org:resource,time:timestamp,start time,seriousness,customer,product,seriousness_2,service_level,service_type,workgroup
11972,Case 2560,Take in charge ticket,Value 11,2006-12-05 00:00:00+00:00,14:04.0,Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 2
11971,Case 2560,Assign seriousness,Value 11,2006-12-05 00:00:00+00:00,35:47.0,Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 2
11965,Case 2558,Closed,Value 3,2006-12-05 00:00:00+00:00,06:47.0,Value 1,Value 347,Value 1,Value 1,Value 2,Value 1,Value 1
11964,Case 2558,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,06:30.0,Value 1,Value 347,Value 1,Value 1,Value 2,Value 1,Value 1
11963,Case 2558,Wait,Value 2,2006-12-05 00:00:00+00:00,46:22.0,Value 1,Value 347,Value 1,Value 1,Value 2,Value 1,Value 1
11961,Case 2558,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,30:37.0,Value 1,Value 347,Value 1,Value 1,Value 2,Value 1,Value 1
11939,Case 2553,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,30:51.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11938,Case 2553,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,30:01.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11937,Case 2553,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,29:42.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11940,Case 2553,Wait,Value 2,2006-12-05 00:00:00+00:00,32:44.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11962,Case 2558,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,45:07.0,Value 1,Value 347,Value 1,Value 1,Value 2,Value 1,Value 1
11941,Case 2553,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,24:24.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11943,Case 2553,Closed,Value 5,2006-12-05 00:00:00+00:00,20:45.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11942,Case 2553,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,24:35.0,Value 1,Value 107,Value 1,Value 4,Value 2,Value 1,Value 1
11730,Case 2506,Closed,Value 5,2006-12-05 00:00:00+00:00,37:41.0,Value 1,Value 175,Value 2,Value 2,Value 2,Value 1,Value 1
11729,Case 2506,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,37:24.0,Value 1,Value 175,Value 2,Value 2,Value 2,Value 1,Value 1
11728,Case 2506,Wait,Value 9,2006-12-05 00:00:00+00:00,36:02.0,Value 1,Value 175,Value 2,Value 2,Value 2,Value 1,Value 1
11727,Case 2506,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,04:25.0,Value 1,Value 175,Value 2,Value 2,Value 2,Value 1,Value 1
11726,Case 2506,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,16:19.0,Value 1,Value 175,Value 2,Value 2,Value 2,Value 1,Value 1
11725,Case 2506,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,15:37.0,Value 1,Value 175,Value 2,Value 2,Value 2,Value 1,Value 1
11693,Case 2500,Take in charge ticket,Value 11,2006-12-05 00:00:00+00:00,22:28.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2
11697,Case 2500,Closed,Value 5,2006-12-05 00:00:00+00:00,40:35.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2
11696,Case 2500,Resolve ticket,Value 11,2006-12-05 00:00:00+00:00,55:00.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2
11695,Case 2500,Take in charge ticket,Value 11,2006-12-05 00:00:00+00:00,54:47.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2
11694,Case 2500,Wait,Value 16,2006-12-05 00:00:00+00:00,44:06.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2
11692,Case 2500,Assign seriousness,Value 7,2006-12-05 00:00:00+00:00,39:06.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2
11809,Case 2523,Closed,Value 5,2006-12-05 00:00:00+00:00,40:35.0,Value 1,Value 174,Value 2,Value 1,Value 2,Value 1,Value 1
11808,Case 2523,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,23:56.0,Value 1,Value 174,Value 2,Value 1,Value 2,Value 1,Value 1
11807,Case 2523,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,19:02.0,Value 1,Value 174,Value 2,Value 1,Value 2,Value 1,Value 1
11806,Case 2523,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,38:22.0,Value 1,Value 174,Value 2,Value 1,Value 2,Value 1,Value 1
11805,Case 2522,Closed,Value 3,2006-12-05 00:00:00+00:00,35:46.0,Value 1,Value 46,Value 1,Value 4,Value 2,Value 1,Value 1
11804,Case 2522,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,35:32.0,Value 1,Value 46,Value 1,Value 4,Value 2,Value 1,Value 1
11803,Case 2522,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,35:31.0,Value 1,Value 46,Value 1,Value 4,Value 2,Value 1,Value 1
11802,Case 2522,Wait,Value 2,2006-12-05 00:00:00+00:00,06:33.0,Value 1,Value 46,Value 1,Value 4,Value 2,Value 1,Value 1
11801,Case 2522,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,31:23.0,Value 1,Value 46,Value 1,Value 4,Value 2,Value 1,Value 1
11800,Case 2522,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,31:03.0,Value 1,Value 46,Value 1,Value 4,Value 2,Value 1,Value 1
11794,Case 2520,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,13:09.0,Value 1,Value 16,Value 3,Value 2,Value 2,Value 1,Value 1
11795,Case 2520,Closed,Value 5,2006-12-05 00:00:00+00:00,13:20.0,Value 1,Value 16,Value 3,Value 2,Value 2,Value 1,Value 1
11793,Case 2520,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,12:52.0,Value 1,Value 16,Value 3,Value 2,Value 2,Value 1,Value 1
11792,Case 2520,Wait,Value 2,2006-12-05 00:00:00+00:00,29:56.0,Value 1,Value 16,Value 3,Value 2,Value 2,Value 1,Value 1
11791,Case 2520,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,53:57.0,Value 1,Value 16,Value 3,Value 2,Value 2,Value 1,Value 1
11790,Case 2520,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,52:10.0,Value 1,Value 16,Value 3,Value 2,Value 2,Value 1,Value 1
10888,Case 2331,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,14:17.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10887,Case 2331,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,14:04.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10886,Case 2331,Wait,Value 9,2006-12-05 00:00:00+00:00,26:55.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10885,Case 2331,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,15:46.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10884,Case 2331,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,15:39.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10883,Case 2331,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,32:55.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10889,Case 2331,Closed,Value 5,2006-12-05 00:00:00+00:00,31:31.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10918,Case 2337,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,48:40.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10917,Case 2337,Wait,Value 9,2006-12-05 00:00:00+00:00,29:14.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10916,Case 2337,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,35:33.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10915,Case 2337,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,35:28.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10914,Case 2337,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,16:15.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10913,Case 2336,Closed,Value 5,2006-12-05 00:00:00+00:00,02:38.0,Value 1,Value 22,Value 3,Value 4,Value 2,Value 1,Value 1
10912,Case 2336,Resolve ticket,Value 14,2006-12-05 00:00:00+00:00,01:47.0,Value 1,Value 22,Value 3,Value 4,Value 2,Value 1,Value 1
10911,Case 2336,Create SW anomaly,Value 14,2006-12-05 00:00:00+00:00,59:47.0,Value 1,Value 22,Value 3,Value 4,Value 2,Value 1,Value 1
10910,Case 2336,Take in charge ticket,Value 14,2006-12-05 00:00:00+00:00,04:13.0,Value 1,Value 22,Value 3,Value 4,Value 2,Value 1,Value 1
10909,Case 2336,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,04:48.0,Value 1,Value 22,Value 3,Value 4,Value 2,Value 1,Value 1
10919,Case 2337,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,48:48.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10920,Case 2337,Closed,Value 5,2006-12-05 00:00:00+00:00,49:06.0,Value 1,Value 194,Value 6,Value 2,Value 2,Value 1,Value 1
10980,Case 2349,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,21:00.0,Value 1,Value 75,Value 3,Value 2,Value 3,Value 1,Value 1
10981,Case 2349,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,40:46.0,Value 1,Value 75,Value 3,Value 2,Value 3,Value 1,Value 1
10965,Case 2345,Closed,Value 5,2006-12-05 00:00:00+00:00,44:31.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10982,Case 2349,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,41:00.0,Value 1,Value 75,Value 3,Value 2,Value 3,Value 1,Value 1
10983,Case 2349,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,31:16.0,Value 1,Value 75,Value 3,Value 2,Value 3,Value 1,Value 1
10984,Case 2349,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,19:22.0,Value 1,Value 75,Value 3,Value 2,Value 3,Value 1,Value 1
10985,Case 2349,Closed,Value 5,2006-12-05 00:00:00+00:00,19:36.0,Value 1,Value 75,Value 3,Value 2,Value 3,Value 1,Value 1
10964,Case 2345,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,44:10.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10963,Case 2345,Wait,Value 9,2006-12-05 00:00:00+00:00,48:46.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10962,Case 2345,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,53:41.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10961,Case 2345,Assign seriousness,Value 10,2006-12-05 00:00:00+00:00,43:33.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10960,Case 2345,Assign seriousness,Value 10,2006-12-05 00:00:00+00:00,43:32.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10959,Case 2345,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,46:01.0,Value 1,Value 4,Value 3,Value 1,Value 2,Value 1,Value 1
10718,Case 2295,Closed,Value 5,2006-12-05 00:00:00+00:00,35:43.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10717,Case 2295,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,35:24.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10716,Case 2295,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,35:13.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10715,Case 2295,Wait,Value 9,2006-12-05 00:00:00+00:00,15:27.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10714,Case 2295,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,18:44.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10713,Case 2295,Wait,Value 9,2006-12-05 00:00:00+00:00,40:16.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10712,Case 2295,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,20:43.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10711,Case 2295,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,20:32.0,Value 1,Value 16,Value 3,Value 4,Value 2,Value 3,Value 1
10798,Case 2311,Closed,Value 5,2006-12-05 00:00:00+00:00,48:30.0,Value 1,Value 110,Value 2,Value 2,Value 2,Value 1,Value 1
10797,Case 2311,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,47:55.0,Value 1,Value 110,Value 2,Value 2,Value 2,Value 1,Value 1
10830,Case 2318,Closed,Value 5,2006-12-05 00:00:00+00:00,50:13.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10829,Case 2318,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,03:04.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10828,Case 2318,Wait,Value 9,2006-12-05 00:00:00+00:00,54:42.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10827,Case 2318,Wait,Value 9,2006-12-05 00:00:00+00:00,54:41.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10826,Case 2318,Wait,Value 13,2006-12-05 00:00:00+00:00,56:24.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10825,Case 2318,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,10:58.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10824,Case 2318,Assign seriousness,Value 13,2006-12-05 00:00:00+00:00,37:57.0,Value 1,Value 302,Value 1,Value 1,Value 2,Value 1,Value 1
10796,Case 2311,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,26:45.0,Value 1,Value 110,Value 2,Value 2,Value 2,Value 1,Value 1
10794,Case 2311,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,36:37.0,Value 1,Value 110,Value 2,Value 2,Value 2,Value 1,Value 1
10763,Case 2304,Closed,Value 5,2006-12-05 00:00:00+00:00,23:09.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10762,Case 2304,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,22:52.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10761,Case 2304,Wait,Value 9,2006-12-05 00:00:00+00:00,19:53.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10760,Case 2304,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,57:44.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10759,Case 2304,Wait,Value 9,2006-12-05 00:00:00+00:00,49:05.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10758,Case 2304,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,08:35.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10757,Case 2304,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,16:32.0,Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1
10795,Case 2311,Wait,Value 9,2006-12-05 00:00:00+00:00,12:12.0,Value 1,Value 110,Value 2,Value 2,Value 2,Value 1,Value 1
10793,Case 2311,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,36:14.0,Value 1,Value 110,Value 2,Value 2,Value 2,Value 1,Value 1
11003,Case 2354,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,57:39.0,Value 1,Value 230,Value 1,Value 2,Value 2,Value 1,Value 1
11004,Case 2354,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,53:07.0,Value 1,Value 230,Value 1,Value 2,Value 2,Value 1,Value 1
11005,Case 2354,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,53:12.0,Value 1,Value 230,Value 1,Value 2,Value 2,Value 1,Value 1
11233,Case 2402,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,50:36.0,Value 1,Value 127,Value 4,Value 1,Value 3,Value 1,Value 1
11234,Case 2402,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,50:54.0,Value 1,Value 127,Value 4,Value 1,Value 3,Value 1,Value 1
11237,Case 2402,Closed,Value 5,2006-12-05 00:00:00+00:00,01:00.0,Value 1,Value 127,Value 4,Value 1,Value 3,Value 1,Value 1
11236,Case 2402,Resolve ticket,Value 10,2006-12-05 00:00:00+00:00,06:50.0,Value 1,Value 127,Value 4,Value 1,Value 3,Value 1,Value 1
11235,Case 2402,Take in charge ticket,Value 10,2006-12-05 00:00:00+00:00,54:04.0,Value 1,Value 127,Value 4,Value 1,Value 3,Value 1,Value 1
11252,Case 2407,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,06:23.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11253,Case 2407,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,37:17.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11254,Case 2407,Wait,Value 9,2006-12-05 00:00:00+00:00,43:07.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11255,Case 2407,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,35:14.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11312,Case 2418,Closed,Value 5,2006-12-05 00:00:00+00:00,32:52.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11311,Case 2418,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,32:38.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11310,Case 2418,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,44:10.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11309,Case 2418,Wait,Value 6,2006-12-05 00:00:00+00:00,26:17.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11308,Case 2418,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,25:58.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11307,Case 2418,Assign seriousness,Value 6,2006-12-05 00:00:00+00:00,25:46.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11306,Case 2418,Insert ticket,Value 6,2006-12-05 00:00:00+00:00,25:04.0,Value 1,Value 24,Value 3,Value 1,Value 2,Value 3,Value 1
11305,Case 2417,Closed,Value 3,2006-12-05 00:00:00+00:00,52:01.0,Value 1,Value 181,Value 1,Value 1,Value 2,Value 1,Value 1
11304,Case 2417,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,51:47.0,Value 1,Value 181,Value 1,Value 1,Value 2,Value 1,Value 1
11303,Case 2417,Require upgrade,Value 14,2006-12-05 00:00:00+00:00,57:01.0,Value 1,Value 181,Value 1,Value 1,Value 2,Value 1,Value 1
11302,Case 2417,Wait,Value 14,2006-12-05 00:00:00+00:00,56:40.0,Value 1,Value 181,Value 1,Value 1,Value 2,Value 1,Value 1
11301,Case 2417,Take in charge ticket,Value 14,2006-12-05 00:00:00+00:00,53:17.0,Value 1,Value 181,Value 1,Value 1,Value 2,Value 1,Value 1
11300,Case 2417,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,50:28.0,Value 1,Value 181,Value 1,Value 1,Value 2,Value 1,Value 1
11294,Case 2415,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,01:28.0,Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1
11272,Case 2411,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,50:06.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
11259,Case 2407,Closed,Value 5,2006-12-05 00:00:00+00:00,20:49.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11258,Case 2407,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,20:33.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11257,Case 2407,Wait,Value 9,2006-12-05 00:00:00+00:00,44:21.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11256,Case 2407,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,07:14.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
11273,Case 2411,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,15:40.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
11295,Case 2415,Closed,Value 5,2006-12-05 00:00:00+00:00,50:39.0,Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1
11274,Case 2411,Resolve ticket,Value 12,2006-12-05 00:00:00+00:00,15:57.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
11276,Case 2411,Resolve ticket,Value 12,2006-12-05 00:00:00+00:00,02:46.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
11293,Case 2415,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,24:21.0,Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1
11292,Case 2415,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,45:09.0,Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1
11277,Case 2411,Closed,Value 5,2006-12-05 00:00:00+00:00,25:50.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
11275,Case 2411,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,40:33.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
11007,Case 2354,Closed,Value 5,2006-12-05 00:00:00+00:00,56:12.0,Value 1,Value 230,Value 1,Value 2,Value 2,Value 1,Value 1
11006,Case 2354,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,55:59.0,Value 1,Value 230,Value 1,Value 2,Value 2,Value 1,Value 1
11146,Case 2382,Closed,Value 5,2006-12-05 00:00:00+00:00,38:54.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
11145,Case 2382,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,38:40.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
11144,Case 2382,Create SW anomaly,Value 2,2006-12-05 00:00:00+00:00,01:09.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
11143,Case 2382,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,39:28.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
11142,Case 2382,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,39:09.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
12899,Case 2758,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,30:45.0,Value 1,Value 22,Value 5,Value 2,Value 2,Value 1,Value 1
12900,Case 2758,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,50:20.0,Value 1,Value 22,Value 5,Value 2,Value 2,Value 1,Value 1
12901,Case 2758,Wait,Value 2,2006-12-05 00:00:00+00:00,13:48.0,Value 1,Value 22,Value 5,Value 2,Value 2,Value 1,Value 1
12902,Case 2758,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,34:36.0,Value 1,Value 22,Value 5,Value 2,Value 2,Value 1,Value 1
12919,Case 2763,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,58:35.0,Value 1,Value 3,Value 12,Value 1,Value 2,Value 1,Value 1
12903,Case 2758,Closed,Value 5,2006-12-05 00:00:00+00:00,34:48.0,Value 1,Value 22,Value 5,Value 2,Value 2,Value 1,Value 1
12920,Case 2763,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,36:01.0,Value 1,Value 3,Value 12,Value 1,Value 2,Value 1,Value 1
12861,Case 2749,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,16:49.0,Value 1,Value 356,Value 2,Value 1,Value 2,Value 1,Value 1
12865,Case 2749,Closed,Value 5,2006-12-05 00:00:00+00:00,21:27.0,Value 1,Value 356,Value 2,Value 1,Value 2,Value 1,Value 1
12864,Case 2749,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,56:17.0,Value 1,Value 356,Value 2,Value 1,Value 2,Value 1,Value 1
12863,Case 2749,Wait,Value 13,2006-12-05 00:00:00+00:00,04:01.0,Value 1,Value 356,Value 2,Value 1,Value 2,Value 1,Value 1
12862,Case 2749,Take in charge ticket,Value 4,2006-12-05 00:00:00+00:00,56:03.0,Value 1,Value 356,Value 2,Value 1,Value 2,Value 1,Value 1
12921,Case 2763,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,36:01.0,Value 1,Value 3,Value 12,Value 1,Value 2,Value 1,Value 1
12977,Case 2775,Closed,Value 5,2006-12-05 00:00:00+00:00,41:37.0,Value 1,Value 21,Value 3,Value 2,Value 2,Value 1,Value 1
12976,Case 2775,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,01:00.0,Value 1,Value 21,Value 3,Value 2,Value 2,Value 1,Value 1
12975,Case 2775,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,00:35.0,Value 1,Value 21,Value 3,Value 2,Value 2,Value 1,Value 1
12974,Case 2775,Assign seriousness,Value 12,2006-12-05 00:00:00+00:00,37:58.0,Value 1,Value 21,Value 3,Value 2,Value 2,Value 1,Value 1
12984,Case 2777,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,34:42.0,Value 1,Value 229,Value 1,Value 1,Value 3,Value 1,Value 1
12985,Case 2777,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,36:19.0,Value 1,Value 229,Value 1,Value 1,Value 3,Value 1,Value 1
12988,Case 2777,Closed,Value 3,2006-12-05 00:00:00+00:00,14:42.0,Value 1,Value 229,Value 1,Value 1,Value 3,Value 1,Value 1
12987,Case 2777,Resolve ticket,Value 14,2006-12-05 00:00:00+00:00,14:21.0,Value 1,Value 229,Value 1,Value 1,Value 3,Value 1,Value 1
12986,Case 2777,Wait,Value 14,2006-12-05 00:00:00+00:00,10:29.0,Value 1,Value 229,Value 1,Value 1,Value 3,Value 1,Value 1
12940,Case 2767,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,07:00.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 2
12939,Case 2767,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,06:33.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 2
12941,Case 2767,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,59:24.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 2
12922,Case 2763,Closed,Value 5,2006-12-05 00:00:00+00:00,00:23.0,Value 1,Value 3,Value 12,Value 1,Value 2,Value 1,Value 1
12942,Case 2767,Resolve ticket,Value 11,2006-12-05 00:00:00+00:00,31:15.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 2
12943,Case 2767,Closed,Value 5,2006-12-05 00:00:00+00:00,00:35.0,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 2
